#X,5965_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5965_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5966_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5966_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5967_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5967_ Scalar_ SUBCASE - DIRECT FREQUENCY 1
#Frequency(Hz),Pressure(mN/mm^2(kPa))_Imaginary,Pressure(mN/mm^2(kPa))_Real,Pressure(mN/mm^2(kPa))_Imaginary,Pressure(mN/mm^2(kPa))_Real,Pressure(mN/mm^2(kPa))_Imaginary,Pressure(mN/mm^2(kPa))_Real
7744.000000,-0.041290,-0.143612,0.199821,0.694998,0.033241,0.115614
7746.000000,-0.040844,-0.143455,0.198023,0.695513,0.032858,0.115406
7748.000000,-0.040400,-0.143298,0.196231,0.696029,0.032478,0.115198
7750.000000,-0.039958,-0.143140,0.194443,0.696546,0.032100,0.114990
7752.000000,-0.039518,-0.142982,0.192660,0.697065,0.031724,0.114781
7754.000000,-0.039081,-0.142823,0.190882,0.697584,0.031351,0.114572
7756.000000,-0.038646,-0.142664,0.189109,0.698106,0.030980,0.114363
7758.000000,-0.038213,-0.142505,0.187340,0.698628,0.030611,0.114153
7760.000000,-0.037783,-0.142345,0.185577,0.699153,0.030244,0.113944
7762.000000,-0.037355,-0.142186,0.183818,0.699679,0.029880,0.113734
7764.000000,-0.036928,-0.142025,0.182063,0.700206,0.029518,0.113524
7766.000000,-0.036505,-0.141865,0.180313,0.700736,0.029158,0.113313
7768.000000,-0.036083,-0.141704,0.178568,0.701267,0.028800,0.113102
7770.000000,-0.035663,-0.141543,0.176827,0.701801,0.028444,0.112892
7772.000000,-0.035246,-0.141381,0.175091,0.702336,0.028091,0.112681
7774.000000,-0.034831,-0.141220,0.173359,0.702874,0.027740,0.112469
7776.000000,-0.034418,-0.141058,0.171631,0.703414,0.027391,0.112258
7778.000000,-0.034007,-0.140896,0.169907,0.703956,0.027044,0.112046
7780.000000,-0.033598,-0.140733,0.168188,0.704500,0.026699,0.111835
7782.000000,-0.033191,-0.140571,0.166473,0.705047,0.026356,0.111623
7784.000000,-0.032786,-0.140408,0.164762,0.705596,0.026015,0.111411
7786.000000,-0.032384,-0.140245,0.163055,0.706149,0.025677,0.111199
7788.000000,-0.031983,-0.140082,0.161352,0.706703,0.025340,0.110986
7790.000000,-0.031585,-0.139919,0.159653,0.707261,0.025006,0.110774
7792.000000,-0.031188,-0.139755,0.157958,0.707821,0.024673,0.110562
7794.000000,-0.030793,-0.139592,0.156267,0.708385,0.024343,0.110349
7796.000000,-0.030401,-0.139428,0.154579,0.708951,0.024014,0.110137
7798.000000,-0.030010,-0.139264,0.152896,0.709521,0.023688,0.109924
7800.000000,-0.029622,-0.139100,0.151216,0.710093,0.023363,0.109711
7802.000000,-0.029235,-0.138936,0.149539,0.710669,0.023041,0.109498
7804.000000,-0.028850,-0.138772,0.147866,0.711248,0.022720,0.109285
7806.000000,-0.028468,-0.138608,0.146197,0.711831,0.022401,0.109073
7808.000000,-0.028087,-0.138444,0.144531,0.712417,0.022085,0.108860
7810.000000,-0.027708,-0.138279,0.142868,0.713006,0.021770,0.108647
7812.000000,-0.027331,-0.138115,0.141209,0.713600,0.021457,0.108434
7814.000000,-0.026955,-0.137950,0.139553,0.714197,0.021146,0.108221
7816.000000,-0.026582,-0.137786,0.137900,0.714797,0.020837,0.108008
7818.000000,-0.026210,-0.137621,0.136251,0.715402,0.020530,0.107795
7820.000000,-0.025841,-0.137457,0.134604,0.716011,0.020225,0.107582
7822.000000,-0.025473,-0.137292,0.132961,0.716623,0.019921,0.107369
7824.000000,-0.025107,-0.137128,0.131321,0.717240,0.019619,0.107156
7826.000000,-0.024743,-0.136963,0.129683,0.717861,0.019319,0.106943
7828.000000,-0.024380,-0.136798,0.128049,0.718486,0.019021,0.106730
7830.000000,-0.024020,-0.136634,0.126417,0.719115,0.018725,0.106517
7832.000000,-0.023661,-0.136469,0.124788,0.719749,0.018431,0.106304
7834.000000,-0.023303,-0.136305,0.123161,0.720388,0.018138,0.106092
7836.000000,-0.022948,-0.136140,0.121538,0.721031,0.017847,0.105879
7838.000000,-0.022594,-0.135976,0.119916,0.721678,0.017558,0.105666
7840.000000,-0.022242,-0.135811,0.118298,0.722331,0.017270,0.105454
7842.000000,-0.021892,-0.135647,0.116682,0.722988,0.016985,0.105241
7844.000000,-0.021543,-0.135482,0.115068,0.723650,0.016701,0.105029
7846.000000,-0.021196,-0.135318,0.113456,0.724317,0.016418,0.104816
7848.000000,-0.020851,-0.135154,0.111847,0.724989,0.016138,0.104604
7850.000000,-0.020507,-0.134990,0.110240,0.725666,0.015859,0.104392
7852.000000,-0.020165,-0.134826,0.108635,0.726348,0.015581,0.104180
7854.000000,-0.019825,-0.134662,0.107032,0.727036,0.015306,0.103968
7856.000000,-0.019486,-0.134498,0.105431,0.727729,0.015032,0.103756
7858.000000,-0.019148,-0.134335,0.103832,0.728427,0.014759,0.103544
7860.000000,-0.018813,-0.134171,0.102235,0.729131,0.014489,0.103332
7862.000000,-0.018479,-0.134007,0.100640,0.729840,0.014220,0.103121
7864.000000,-0.018146,-0.133844,0.099046,0.730556,0.013952,0.102909
7866.000000,-0.017815,-0.133681,0.097455,0.731276,0.013686,0.102698
7868.000000,-0.017486,-0.133518,0.095864,0.732003,0.013422,0.102487
7870.000000,-0.017158,-0.133355,0.094276,0.732736,0.013159,0.102276
7872.000000,-0.016831,-0.133192,0.092689,0.733474,0.012898,0.102065
7874.000000,-0.016506,-0.133029,0.091103,0.734219,0.012638,0.101854
7876.000000,-0.016183,-0.132867,0.089518,0.734970,0.012380,0.101643
7878.000000,-0.015861,-0.132704,0.087935,0.735727,0.012123,0.101433
7880.000000,-0.015540,-0.132542,0.086353,0.736491,0.011868,0.101223
7882.000000,-0.015221,-0.132380,0.084772,0.737260,0.011615,0.101012
7884.000000,-0.014904,-0.132218,0.083192,0.738037,0.011363,0.100802
7886.000000,-0.014588,-0.132056,0.081614,0.738820,0.011112,0.100592
7888.000000,-0.014273,-0.131895,0.080036,0.739609,0.010863,0.100383
7890.000000,-0.013959,-0.131733,0.078459,0.740405,0.010615,0.100173
7892.000000,-0.013647,-0.131572,0.076883,0.741208,0.010369,0.099964
7894.000000,-0.013337,-0.131411,0.075307,0.742018,0.010124,0.099754
7896.000000,-0.013028,-0.131250,0.073732,0.742835,0.009881,0.099545
7898.000000,-0.012720,-0.131090,0.072158,0.743659,0.009639,0.099336
7900.000000,-0.012413,-0.130929,0.070584,0.744491,0.009398,0.099128
7902.000000,-0.012108,-0.130769,0.069011,0.745329,0.009159,0.098919
7904.000000,-0.011804,-0.130609,0.067437,0.746175,0.008921,0.098711
7906.000000,-0.011502,-0.130449,0.065865,0.747028,0.008685,0.098502
7908.000000,-0.011200,-0.130290,0.064292,0.747889,0.008450,0.098294
7910.000000,-0.010900,-0.130130,0.062719,0.748757,0.008216,0.098086
7912.000000,-0.010602,-0.129971,0.061147,0.749633,0.007984,0.097879
7914.000000,-0.010304,-0.129812,0.059574,0.750516,0.007753,0.097671
7916.000000,-0.010008,-0.129654,0.058002,0.751408,0.007523,0.097464
7918.000000,-0.009713,-0.129495,0.056429,0.752307,0.007295,0.097257
7920.000000,-0.009419,-0.129337,0.054856,0.753215,0.007068,0.097050
7922.000000,-0.009127,-0.129179,0.053282,0.754130,0.006842,0.096843
7924.000000,-0.008836,-0.129021,0.051709,0.755054,0.006618,0.096636
7926.000000,-0.008546,-0.128863,0.050134,0.755986,0.006395,0.096430
7928.000000,-0.008257,-0.128706,0.048559,0.756927,0.006173,0.096224
7930.000000,-0.007969,-0.128549,0.046983,0.757876,0.005952,0.096018
7932.000000,-0.007683,-0.128392,0.045407,0.758834,0.005733,0.095812
7934.000000,-0.007397,-0.128235,0.043830,0.759800,0.005515,0.095606
7936.000000,-0.007113,-0.128079,0.042251,0.760775,0.005298,0.095401
7938.000000,-0.006830,-0.127923,0.040672,0.761759,0.005083,0.095196
7940.000000,-0.006548,-0.127767,0.039092,0.762752,0.004868,0.094990
7942.000000,-0.006267,-0.127611,0.037510,0.763753,0.004655,0.094786
7944.000000,-0.005988,-0.127455,0.035928,0.764765,0.004443,0.094581
7946.000000,-0.005709,-0.127300,0.034343,0.765785,0.004233,0.094376
7948.000000,-0.005432,-0.127145,0.032758,0.766815,0.004023,0.094172
7950.000000,-0.005155,-0.126991,0.031171,0.767854,0.003815,0.093968
7952.000000,-0.004880,-0.126836,0.029582,0.768902,0.003607,0.093764
7954.000000,-0.004605,-0.126682,0.027991,0.769961,0.003401,0.093560
7956.000000,-0.004332,-0.126528,0.026399,0.771029,0.003196,0.093357
7958.000000,-0.004060,-0.126374,0.024805,0.772107,0.002993,0.093153
7960.000000,-0.003789,-0.126221,0.023209,0.773195,0.002790,0.092950
7962.000000,-0.003519,-0.126068,0.021610,0.774293,0.002589,0.092747
7964.000000,-0.003249,-0.125915,0.020010,0.775401,0.002388,0.092544
7966.000000,-0.002981,-0.125762,0.018407,0.776519,0.002189,0.092342
7968.000000,-0.002714,-0.125610,0.016802,0.777648,0.001991,0.092139
7970.000000,-0.002448,-0.125457,0.015194,0.778787,0.001794,0.091937
7972.000000,-0.002182,-0.125305,0.013584,0.779937,0.001598,0.091735
7974.000000,-0.001918,-0.125154,0.011971,0.781098,0.001403,0.091533
7976.000000,-0.001655,-0.125002,0.010356,0.782269,0.001209,0.091331
7978.000000,-0.001392,-0.124851,0.008737,0.783451,0.001016,0.091130
7980.000000,-0.001131,-0.124700,0.007116,0.784645,0.000825,0.090929
7982.000000,-0.000870,-0.124549,0.005491,0.785849,0.000634,0.090727
7984.000000,-0.000611,-0.124399,0.003864,0.787065,0.000444,0.090526
7986.000000,-0.000352,-0.124249,0.002233,0.788292,0.000256,0.090326
7988.000000,-0.000094,-0.124099,0.000598,0.789531,0.000068,0.090125
7990.000000,0.000163,-0.123949,-0.001040,0.790781,-0.000118,0.089924
7992.000000,0.000419,-0.123800,-0.002681,0.792043,-0.000304,0.089724
7994.000000,0.000674,-0.123651,-0.004327,0.793317,-0.000488,0.089524
7996.000000,0.000929,-0.123502,-0.005976,0.794603,-0.000672,0.089324
7998.000000,0.001182,-0.123353,-0.007629,0.795901,-0.000854,0.089124
8000.000000,0.001435,-0.123204,-0.009286,0.797212,-0.001036,0.088924
8002.000000,0.001687,-0.123056,-0.010947,0.798534,-0.001216,0.088725
8004.000000,0.001938,-0.122908,-0.012613,0.799869,-0.001396,0.088525
8006.000000,0.002188,-0.122761,-0.014283,0.801217,-0.001575,0.088326
8008.000000,0.002438,-0.122613,-0.015957,0.802578,-0.001752,0.088127
8010.000000,0.002687,-0.122466,-0.017636,0.803951,-0.001929,0.087928
8012.000000,0.002934,-0.122319,-0.019320,0.805337,-0.002105,0.087729
8014.000000,0.003182,-0.122172,-0.021009,0.806737,-0.002279,0.087531
8016.000000,0.003428,-0.122025,-0.022703,0.808150,-0.002453,0.087332
8018.000000,0.003674,-0.121879,-0.024402,0.809576,-0.002626,0.087134
8020.000000,0.003919,-0.121733,-0.026106,0.811015,-0.002798,0.086936
8022.000000,0.004163,-0.121587,-0.027816,0.812469,-0.002970,0.086737
8024.000000,0.004406,-0.121441,-0.029531,0.813936,-0.003140,0.086539
8026.000000,0.004649,-0.121296,-0.031252,0.815417,-0.003309,0.086342
8028.000000,0.004891,-0.121150,-0.032979,0.816913,-0.003478,0.086144
8030.000000,0.005132,-0.121005,-0.034711,0.818422,-0.003645,0.085946
8032.000000,0.005373,-0.120860,-0.036450,0.819946,-0.003812,0.085749
8034.000000,0.005613,-0.120716,-0.038195,0.821485,-0.003978,0.085551
8036.000000,0.005852,-0.120571,-0.039946,0.823038,-0.004143,0.085354
8038.000000,0.006091,-0.120427,-0.041704,0.824606,-0.004307,0.085157
8040.000000,0.006328,-0.120283,-0.043468,0.826189,-0.004470,0.084959
8042.000000,0.006566,-0.120139,-0.045240,0.827788,-0.004632,0.084762
8044.000000,0.006802,-0.119995,-0.047018,0.829401,-0.004794,0.084565
8046.000000,0.007038,-0.119852,-0.048803,0.831030,-0.004955,0.084368
8048.000000,0.007274,-0.119709,-0.050595,0.832675,-0.005114,0.084172
8050.000000,0.007509,-0.119565,-0.052395,0.834336,-0.005274,0.083975
8052.000000,0.007743,-0.119422,-0.054203,0.836012,-0.005432,0.083778
8054.000000,0.007976,-0.119280,-0.056018,0.837705,-0.005589,0.083582
8056.000000,0.008209,-0.119137,-0.057841,0.839414,-0.005746,0.083385
8058.000000,0.008442,-0.118994,-0.059672,0.841140,-0.005902,0.083188
8060.000000,0.008673,-0.118852,-0.061511,0.842882,-0.006056,0.082992
8062.000000,0.008905,-0.118710,-0.063358,0.844641,-0.006211,0.082796
8064.000000,0.009135,-0.118568,-0.065214,0.846417,-0.006364,0.082599
8066.000000,0.009365,-0.118426,-0.067079,0.848210,-0.006517,0.082403
8068.000000,0.009595,-0.118284,-0.068953,0.850021,-0.006668,0.082207
8070.000000,0.009824,-0.118143,-0.070835,0.851849,-0.006820,0.082010
8072.000000,0.010053,-0.118001,-0.072727,0.853695,-0.006970,0.081814
8074.000000,0.010281,-0.117860,-0.074629,0.855559,-0.007119,0.081618
8076.000000,0.010508,-0.117718,-0.076540,0.857441,-0.007268,0.081421
8078.000000,0.010735,-0.117577,-0.078460,0.859342,-0.007416,0.081225
8080.000000,0.010962,-0.117436,-0.080391,0.861261,-0.007563,0.081029
8082.000000,0.011188,-0.117295,-0.082332,0.863199,-0.007710,0.080832
8084.000000,0.011413,-0.117154,-0.084283,0.865155,-0.007856,0.080636
8086.000000,0.011638,-0.117014,-0.086245,0.867131,-0.008001,0.080440
8088.000000,0.011863,-0.116873,-0.088217,0.869126,-0.008145,0.080243
8090.000000,0.012087,-0.116732,-0.090201,0.871141,-0.008288,0.080047
8092.000000,0.012311,-0.116592,-0.092196,0.873175,-0.008431,0.079851
8094.000000,0.012534,-0.116451,-0.094202,0.875230,-0.008573,0.079654
8096.000000,0.012757,-0.116311,-0.096219,0.877305,-0.008715,0.079457
8098.000000,0.012979,-0.116171,-0.098249,0.879400,-0.008855,0.079261
8100.000000,0.013201,-0.116030,-0.100290,0.881516,-0.008995,0.079064
8102.000000,0.013422,-0.115890,-0.102344,0.883652,-0.009134,0.078867
8104.000000,0.013643,-0.115750,-0.104411,0.885810,-0.009273,0.078670
8106.000000,0.013864,-0.115609,-0.106490,0.887990,-0.009411,0.078473
8108.000000,0.014084,-0.115469,-0.108582,0.890190,-0.009548,0.078276
8110.000000,0.014304,-0.115329,-0.110687,0.892413,-0.009684,0.078079
8112.000000,0.014524,-0.115189,-0.112805,0.894658,-0.009820,0.077882
8114.000000,0.014743,-0.115048,-0.114938,0.896925,-0.009955,0.077684
8116.000000,0.014962,-0.114908,-0.117084,0.899215,-0.010089,0.077487
8118.000000,0.015180,-0.114768,-0.119245,0.901528,-0.010223,0.077289
8120.000000,0.015398,-0.114627,-0.121420,0.903863,-0.010356,0.077091
8122.000000,0.015616,-0.114487,-0.123609,0.906223,-0.010488,0.076893
8124.000000,0.015833,-0.114346,-0.125814,0.908605,-0.010620,0.076695
8126.000000,0.016051,-0.114206,-0.128034,0.911012,-0.010751,0.076496
8128.000000,0.016267,-0.114065,-0.130270,0.913443,-0.010881,0.076298
8130.000000,0.016484,-0.113925,-0.132521,0.915899,-0.011011,0.076099
8132.000000,0.016700,-0.113784,-0.134788,0.918379,-0.011140,0.075900
8134.000000,0.016916,-0.113643,-0.137072,0.920884,-0.011268,0.075701
8136.000000,0.017131,-0.113502,-0.139373,0.923415,-0.011396,0.075501
8138.000000,0.017346,-0.113361,-0.141690,0.925971,-0.011523,0.075302
8140.000000,0.017561,-0.113220,-0.144025,0.928553,-0.011649,0.075102
8142.000000,0.017776,-0.113078,-0.146378,0.931162,-0.011774,0.074901
8144.000000,0.017990,-0.112937,-0.148749,0.933797,-0.011899,0.074701
8146.000000,0.018204,-0.112795,-0.151137,0.936459,-0.012024,0.074500
8148.000000,0.018418,-0.112653,-0.153545,0.939148,-0.012147,0.074299
8150.000000,0.018632,-0.112511,-0.155971,0.941865,-0.012270,0.074098
8152.000000,0.018845,-0.112369,-0.158417,0.944610,-0.012393,0.073896
8154.000000,0.019058,-0.112226,-0.160882,0.947383,-0.012515,0.073694
8156.000000,0.019271,-0.112083,-0.163368,0.950184,-0.012636,0.073492
8158.000000,0.019483,-0.111940,-0.165874,0.953015,-0.012756,0.073289
8160.000000,0.019696,-0.111797,-0.168400,0.955875,-0.012876,0.073086
8162.000000,0.019908,-0.111654,-0.170948,0.958764,-0.012995,0.072883
8164.000000,0.020120,-0.111510,-0.173517,0.961683,-0.013113,0.072679
8166.000000,0.020331,-0.111366,-0.176108,0.964633,-0.013231,0.072475
8168.000000,0.020543,-0.111221,-0.178721,0.967613,-0.013349,0.072270
8170.000000,0.020754,-0.111077,-0.181358,0.970625,-0.013465,0.072065
8172.000000,0.020965,-0.110932,-0.184017,0.973668,-0.013581,0.071860
8174.000000,0.021176,-0.110786,-0.186700,0.976743,-0.013696,0.071654
8176.000000,0.021387,-0.110640,-0.189406,0.979850,-0.013811,0.071447
8178.000000,0.021597,-0.110494,-0.192137,0.982990,-0.013925,0.071240
8180.000000,0.021808,-0.110348,-0.194894,0.986164,-0.014038,0.071033
8182.000000,0.022018,-0.110201,-0.197675,0.989370,-0.014151,0.070825
8184.000000,0.022228,-0.110053,-0.200482,0.992611,-0.014263,0.070617
8186.000000,0.022438,-0.109906,-0.203316,0.995886,-0.014374,0.070408
8188.000000,0.022648,-0.109757,-0.206176,0.999196,-0.014485,0.070198
8190.000000,0.022857,-0.109609,-0.209063,1.002542,-0.014595,0.069988
8192.000000,0.023066,-0.109459,-0.211979,1.005923,-0.014704,0.069778
8194.000000,0.023276,-0.109309,-0.214922,1.009341,-0.014813,0.069566
8196.000000,0.023485,-0.109159,-0.217895,1.012795,-0.014921,0.069355
8198.000000,0.023694,-0.109008,-0.220896,1.016286,-0.015028,0.069142
8200.000000,0.023902,-0.108857,-0.223928,1.019815,-0.015135,0.068929
8202.000000,0.024111,-0.108705,-0.226990,1.023383,-0.015241,0.068715
8204.000000,0.024320,-0.108552,-0.230084,1.026989,-0.015347,0.068501
8206.000000,0.024528,-0.108399,-0.233209,1.030635,-0.015451,0.068285
8208.000000,0.024736,-0.108245,-0.236366,1.034320,-0.015555,0.068069
8210.000000,0.024945,-0.108090,-0.239556,1.038045,-0.015659,0.067853
8212.000000,0.025153,-0.107935,-0.242779,1.041812,-0.015761,0.067635
8214.000000,0.025361,-0.107779,-0.246037,1.045620,-0.015863,0.067417
8216.000000,0.025568,-0.107622,-0.249329,1.049469,-0.015965,0.067198
8218.000000,0.025776,-0.107465,-0.252657,1.053362,-0.016065,0.066978
8220.000000,0.025984,-0.107306,-0.256021,1.057297,-0.016165,0.066757
8222.000000,0.026191,-0.107147,-0.259422,1.061277,-0.016264,0.066536
8224.000000,0.026399,-0.106987,-0.262860,1.065301,-0.016363,0.066313
8226.000000,0.026606,-0.106826,-0.266337,1.069369,-0.016460,0.066090
8228.000000,0.026813,-0.106664,-0.269853,1.073484,-0.016557,0.065865
8230.000000,0.027020,-0.106502,-0.273408,1.077644,-0.016654,0.065640
8232.000000,0.027228,-0.106338,-0.277004,1.081852,-0.016749,0.065414
8234.000000,0.027434,-0.106174,-0.280642,1.086107,-0.016844,0.065187
8236.000000,0.027641,-0.106008,-0.284321,1.090411,-0.016938,0.064958
8238.000000,0.027848,-0.105841,-0.288044,1.094763,-0.017031,0.064729
8240.000000,0.028055,-0.105674,-0.291811,1.099165,-0.017123,0.064499
8242.000000,0.028261,-0.105505,-0.295622,1.103618,-0.017215,0.064267
8244.000000,0.028468,-0.105335,-0.299480,1.108121,-0.017306,0.064034
8246.000000,0.028674,-0.105164,-0.303383,1.112677,-0.017396,0.063801
8248.000000,0.028880,-0.104992,-0.307335,1.117285,-0.017485,0.063566
8250.000000,0.029087,-0.104818,-0.311335,1.121947,-0.017574,0.063329
8252.000000,0.029293,-0.104644,-0.315384,1.126662,-0.017661,0.063092
8254.000000,0.029499,-0.104468,-0.319484,1.131433,-0.017748,0.062853
8256.000000,0.029705,-0.104291,-0.323636,1.136260,-0.017834,0.062613
8258.000000,0.029910,-0.104112,-0.327840,1.141143,-0.017919,0.062372
8260.000000,0.030116,-0.103932,-0.332098,1.146084,-0.018003,0.062129
8262.000000,0.030322,-0.103751,-0.336411,1.151083,-0.018086,0.061885
8264.000000,0.030527,-0.103568,-0.340780,1.156142,-0.018169,0.061639
8266.000000,0.030733,-0.103383,-0.345206,1.161261,-0.018250,0.061392
8268.000000,0.030938,-0.103197,-0.349691,1.166441,-0.018330,0.061144
8270.000000,0.031143,-0.103010,-0.354235,1.171683,-0.018410,0.060894
8272.000000,0.031348,-0.102820,-0.358841,1.176988,-0.018489,0.060642
8274.000000,0.031553,-0.102630,-0.363508,1.182357,-0.018566,0.060389
8276.000000,0.031758,-0.102437,-0.368239,1.187791,-0.018643,0.060134
8278.000000,0.031962,-0.102243,-0.373036,1.193292,-0.018718,0.059877
8280.000000,0.032167,-0.102046,-0.377898,1.198859,-0.018793,0.059619
8282.000000,0.032371,-0.101848,-0.382829,1.204494,-0.018866,0.059359
8284.000000,0.032575,-0.101648,-0.387828,1.210199,-0.018939,0.059097
8286.000000,0.032779,-0.101447,-0.392899,1.215974,-0.019010,0.058834
8288.000000,0.032983,-0.101243,-0.398042,1.221820,-0.019080,0.058568
8290.000000,0.033186,-0.101037,-0.403260,1.227740,-0.019149,0.058301
8292.000000,0.033390,-0.100829,-0.408553,1.233732,-0.019217,0.058032
8294.000000,0.033593,-0.100618,-0.413923,1.239800,-0.019284,0.057760
8296.000000,0.033796,-0.100406,-0.419373,1.245944,-0.019349,0.057487
8298.000000,0.033998,-0.100191,-0.424904,1.252166,-0.019414,0.057211
8300.000000,0.034201,-0.099974,-0.430518,1.258466,-0.019477,0.056933
8302.000000,0.034403,-0.099754,-0.436217,1.264847,-0.019539,0.056654
8304.000000,0.034605,-0.099532,-0.442002,1.271309,-0.019599,0.056371
8306.000000,0.034807,-0.099308,-0.447876,1.277854,-0.019658,0.056087
8308.000000,0.035008,-0.099081,-0.453841,1.284482,-0.019716,0.055800
8310.000000,0.035209,-0.098851,-0.459900,1.291197,-0.019772,0.055511
8312.000000,0.035410,-0.098618,-0.466053,1.297998,-0.019827,0.055219
8314.000000,0.035610,-0.098383,-0.472305,1.304888,-0.019880,0.054925
8316.000000,0.035810,-0.098145,-0.478656,1.311868,-0.019932,0.054628
8318.000000,0.036009,-0.097904,-0.485109,1.318940,-0.019982,0.054329
8320.000000,0.036208,-0.097660,-0.491667,1.326104,-0.020031,0.054027
8322.000000,0.036407,-0.097412,-0.498333,1.333364,-0.020078,0.053722
8324.000000,0.036605,-0.097162,-0.505109,1.340720,-0.020123,0.053414
8326.000000,0.036803,-0.096908,-0.511997,1.348174,-0.020167,0.053103
8328.000000,0.037000,-0.096651,-0.519001,1.355728,-0.020209,0.052790
8330.000000,0.037197,-0.096390,-0.526124,1.363383,-0.020249,0.052473
8332.000000,0.037393,-0.096126,-0.533368,1.371142,-0.020287,0.052153
8334.000000,0.037588,-0.095858,-0.540737,1.379006,-0.020324,0.051830
8336.000000,0.037783,-0.095587,-0.548233,1.386977,-0.020358,0.051504
8338.000000,0.037977,-0.095311,-0.555861,1.395057,-0.020391,0.051175
8340.000000,0.038170,-0.095032,-0.563623,1.403249,-0.020421,0.050842
8342.000000,0.038363,-0.094749,-0.571523,1.411553,-0.020449,0.050505
8344.000000,0.038555,-0.094461,-0.579564,1.419972,-0.020475,0.050165
8346.000000,0.038746,-0.094170,-0.587751,1.428508,-0.020499,0.049822
8348.000000,0.038936,-0.093874,-0.596088,1.437164,-0.020520,0.049474
8350.000000,0.039125,-0.093573,-0.604577,1.445941,-0.020539,0.049123
8352.000000,0.039313,-0.093268,-0.613224,1.454842,-0.020556,0.048768
8354.000000,0.039500,-0.092958,-0.622033,1.463868,-0.020570,0.048409
8356.000000,0.039686,-0.092644,-0.631008,1.473023,-0.020582,0.048045
8358.000000,0.039871,-0.092324,-0.640154,1.482309,-0.020590,0.047678
8360.000000,0.040055,-0.091999,-0.649475,1.491728,-0.020596,0.047306
8362.000000,0.040237,-0.091669,-0.658976,1.501282,-0.020599,0.046930
8364.000000,0.040419,-0.091334,-0.668664,1.510975,-0.020600,0.046549
8366.000000,0.040598,-0.090993,-0.678541,1.520809,-0.020597,0.046163
8368.000000,0.040777,-0.090646,-0.688616,1.530786,-0.020591,0.045773
8370.000000,0.040953,-0.090294,-0.698892,1.540909,-0.020582,0.045378
8372.000000,0.041129,-0.089935,-0.709376,1.551180,-0.020569,0.044978
8374.000000,0.041302,-0.089570,-0.720073,1.561604,-0.020553,0.044573
8376.000000,0.041474,-0.089199,-0.730992,1.572182,-0.020533,0.044162
8378.000000,0.041643,-0.088822,-0.742137,1.582918,-0.020510,0.043746
8380.000000,0.041811,-0.088438,-0.753515,1.593815,-0.020483,0.043325
8382.000000,0.041977,-0.088046,-0.765134,1.604875,-0.020452,0.042898
8384.000000,0.042140,-0.087648,-0.777002,1.616102,-0.020417,0.042465
8386.000000,0.042301,-0.087243,-0.789125,1.627499,-0.020377,0.042026
8388.000000,0.042460,-0.086830,-0.801511,1.639069,-0.020333,0.041581
8390.000000,0.042616,-0.086409,-0.814169,1.650816,-0.020285,0.041130
8392.000000,0.042770,-0.085980,-0.827108,1.662743,-0.020232,0.040672
8394.000000,0.042920,-0.085544,-0.840336,1.674854,-0.020174,0.040208
8396.000000,0.043068,-0.085098,-0.853863,1.687151,-0.020111,0.039737
8398.000000,0.043213,-0.084645,-0.867698,1.699639,-0.020043,0.039259
8400.000000,0.043354,-0.084182,-0.881852,1.712322,-0.019969,0.038774
8402.000000,0.043492,-0.083710,-0.896334,1.725202,-0.019889,0.038282
8404.000000,0.043626,-0.083229,-0.911156,1.738284,-0.019804,0.037782
8406.000000,0.043756,-0.082738,-0.926328,1.751571,-0.019713,0.037274
8408.000000,0.043883,-0.082237,-0.941864,1.765068,-0.019615,0.036759
8410.000000,0.044005,-0.081726,-0.957775,1.778778,-0.019511,0.036235
8412.000000,0.044123,-0.081204,-0.974074,1.792706,-0.019400,0.035704
8414.000000,0.044236,-0.080671,-0.990775,1.806855,-0.019281,0.035163
8416.000000,0.044344,-0.080128,-1.007892,1.821230,-0.019156,0.034614
8418.000000,0.044446,-0.079572,-1.025438,1.835835,-0.019023,0.034056
8420.000000,0.044544,-0.079005,-1.043431,1.850673,-0.018881,0.033489
8422.000000,0.044636,-0.078425,-1.061885,1.865750,-0.018732,0.032912
8424.000000,0.044721,-0.077833,-1.080818,1.881069,-0.018573,0.032325
8426.000000,0.044800,-0.077228,-1.100246,1.896634,-0.018406,0.031728
8428.000000,0.044873,-0.076609,-1.120189,1.912451,-0.018229,0.031121
8430.000000,0.044938,-0.075977,-1.140665,1.928522,-0.018042,0.030504
8432.000000,0.044996,-0.075330,-1.161695,1.944853,-0.017845,0.029876
8434.000000,0.045046,-0.074669,-1.183300,1.961448,-0.017637,0.029236
8436.000000,0.045088,-0.073992,-1.205501,1.978310,-0.017419,0.028585
8438.000000,0.045121,-0.073300,-1.228323,1.995444,-0.017188,0.027922
8440.000000,0.045144,-0.072591,-1.251788,2.012855,-0.016945,0.027247
8442.000000,0.045158,-0.071866,-1.275923,2.030545,-0.016689,0.026560
8444.000000,0.045162,-0.071124,-1.300754,2.048519,-0.016420,0.025860
8446.000000,0.045154,-0.070364,-1.326310,2.066781,-0.016137,0.025147
8448.000000,0.045135,-0.069585,-1.352620,2.085333,-0.015840,0.024420
