#X,5965_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5965_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5966_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5966_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5967_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5967_ Scalar_ SUBCASE - DIRECT FREQUENCY 1
#Frequency(Hz),Pressure(mN/mm^2(kPa))_Imaginary,Pressure(mN/mm^2(kPa))_Real,Pressure(mN/mm^2(kPa))_Imaginary,Pressure(mN/mm^2(kPa))_Real,Pressure(mN/mm^2(kPa))_Imaginary,Pressure(mN/mm^2(kPa))_Real
2726.000000,0.723992,-0.181639,0.218877,-0.054913,0.195891,-0.049146
2728.000000,0.732081,-0.179437,0.220614,-0.054074,0.197412,-0.048387
2730.000000,0.740304,-0.177110,0.222375,-0.053201,0.198954,-0.047598
2732.000000,0.748663,-0.174654,0.224161,-0.052294,0.200517,-0.046778
2734.000000,0.757161,-0.172062,0.225971,-0.051351,0.202101,-0.045927
2736.000000,0.765799,-0.169327,0.227806,-0.050371,0.203708,-0.045042
2738.000000,0.774579,-0.166444,0.229666,-0.049352,0.205335,-0.044123
2740.000000,0.783502,-0.163406,0.231551,-0.048292,0.206985,-0.043168
2742.000000,0.792570,-0.160205,0.233461,-0.047190,0.208656,-0.042177
2744.000000,0.801785,-0.156835,0.235395,-0.046045,0.210349,-0.041146
2746.000000,0.811148,-0.153288,0.237355,-0.044854,0.212064,-0.040075
2748.000000,0.820660,-0.149555,0.239340,-0.043617,0.213800,-0.038962
2750.000000,0.830322,-0.145628,0.241349,-0.042329,0.215557,-0.037806
2752.000000,0.840135,-0.141498,0.243382,-0.040991,0.217336,-0.036604
2754.000000,0.850101,-0.137157,0.245440,-0.039600,0.219136,-0.035356
2756.000000,0.860219,-0.132595,0.247522,-0.038153,0.220956,-0.034059
2758.000000,0.870489,-0.127802,0.249628,-0.036649,0.222797,-0.032710
2760.000000,0.880913,-0.122767,0.251757,-0.035086,0.224658,-0.031309
2762.000000,0.891489,-0.117480,0.253908,-0.033460,0.226539,-0.029853
2764.000000,0.902217,-0.111930,0.256081,-0.031770,0.228438,-0.028340
2766.000000,0.913097,-0.106105,0.258276,-0.030012,0.230356,-0.026768
2768.000000,0.924126,-0.099992,0.260491,-0.028185,0.232291,-0.025134
2770.000000,0.935303,-0.093579,0.262725,-0.026286,0.234242,-0.023436
2772.000000,0.946627,-0.086853,0.264978,-0.024312,0.236210,-0.021672
2774.000000,0.958093,-0.079800,0.267249,-0.022259,0.238192,-0.019839
2776.000000,0.969700,-0.072406,0.269535,-0.020126,0.240188,-0.017935
2778.000000,0.981443,-0.064657,0.271835,-0.017908,0.242195,-0.015956
2780.000000,0.993317,-0.056537,0.274148,-0.015604,0.244214,-0.013900
2782.000000,1.005318,-0.048031,0.276473,-0.013209,0.246241,-0.011765
2784.000000,1.017439,-0.039122,0.278806,-0.010720,0.248275,-0.009546
2786.000000,1.029674,-0.029794,0.281145,-0.008135,0.250315,-0.007243
2788.000000,1.042014,-0.020029,0.283489,-0.005449,0.252357,-0.004851
2790.000000,1.054451,-0.009810,0.285834,-0.002659,0.254400,-0.002367
2792.000000,1.066976,0.000881,0.288177,0.000238,0.256440,0.000212
2794.000000,1.079576,0.012063,0.290516,0.003246,0.258476,0.002888
2796.000000,1.092240,0.023755,0.292846,0.006369,0.260503,0.005666
2798.000000,1.104953,0.035975,0.295164,0.009610,0.262519,0.008547
2800.000000,1.117702,0.048744,0.297466,0.012973,0.264519,0.011536
2802.000000,1.130470,0.062082,0.299746,0.016461,0.266500,0.014635
2804.000000,1.143237,0.076008,0.302001,0.020078,0.268458,0.017848
2806.000000,1.155985,0.090542,0.304225,0.023828,0.270387,0.021178
2808.000000,1.168692,0.105704,0.306412,0.027714,0.272282,0.024627
2810.000000,1.181333,0.121515,0.308556,0.031739,0.274139,0.028199
2812.000000,1.193883,0.137995,0.310651,0.035907,0.275951,0.031896
2814.000000,1.206314,0.155161,0.312690,0.040219,0.277713,0.035721
2816.000000,1.218597,0.173033,0.314665,0.044681,0.279417,0.039676
2818.000000,1.230698,0.191630,0.316568,0.049292,0.281057,0.043763
2820.000000,1.242583,0.210968,0.318391,0.054057,0.282625,0.047985
2822.000000,1.254214,0.231063,0.320125,0.058976,0.284114,0.052342
2824.000000,1.265552,0.251931,0.321761,0.064052,0.285515,0.056837
2826.000000,1.276554,0.273583,0.323288,0.069285,0.286819,0.061469
2828.000000,1.287176,0.296031,0.324697,0.074675,0.288017,0.066240
2830.000000,1.297369,0.319285,0.325976,0.080223,0.289100,0.071148
2832.000000,1.307083,0.343350,0.327114,0.085928,0.290058,0.076194
2834.000000,1.316265,0.368230,0.328100,0.091787,0.290880,0.081375
2836.000000,1.324860,0.393927,0.328921,0.097800,0.291556,0.086689
2838.000000,1.332812,0.420435,0.329565,0.103961,0.292074,0.092135
2840.000000,1.340059,0.447750,0.330019,0.110268,0.292424,0.097707
2842.000000,1.346541,0.475859,0.330270,0.116715,0.292594,0.103401
2844.000000,1.352194,0.504747,0.330305,0.123296,0.292572,0.109211
2846.000000,1.356954,0.534393,0.330110,0.130003,0.292347,0.115132
2848.000000,1.360755,0.564771,0.329673,0.136828,0.291907,0.121154
2850.000000,1.363531,0.595847,0.328980,0.143761,0.291242,0.127269
2852.000000,1.365216,0.627586,0.328019,0.150790,0.290338,0.133468
2854.000000,1.365746,0.659942,0.326778,0.157902,0.289187,0.139738
2856.000000,1.365055,0.692865,0.325243,0.165085,0.287777,0.146068
2858.000000,1.363082,0.726298,0.323405,0.172322,0.286099,0.152444
2860.000000,1.359766,0.760176,0.321254,0.179597,0.284144,0.158851
2862.000000,1.355051,0.794430,0.318779,0.186891,0.281904,0.165273
2864.000000,1.348886,0.828981,0.315972,0.194186,0.279372,0.171693
2866.000000,1.341222,0.863747,0.312829,0.201462,0.276542,0.178093
2868.000000,1.332018,0.898639,0.309342,0.208696,0.273410,0.184455
2870.000000,1.321239,0.933560,0.305508,0.215866,0.269973,0.190757
2872.000000,1.308858,0.968411,0.301327,0.222949,0.266230,0.196981
2874.000000,1.294855,1.003087,0.296799,0.229921,0.262181,0.203104
2876.000000,1.279219,1.037480,0.291925,0.236759,0.257829,0.209106
2878.000000,1.261948,1.071480,0.286711,0.243437,0.253178,0.214965
2880.000000,1.243051,1.104974,0.281163,0.249931,0.248233,0.220660
2882.000000,1.222546,1.137847,0.275290,0.256218,0.243004,0.226169
2884.000000,1.200463,1.169989,0.269104,0.262273,0.237501,0.231472
2886.000000,1.176839,1.201286,0.262619,0.268075,0.231734,0.236548
2888.000000,1.151724,1.231631,0.255850,0.273601,0.225720,0.241380
2890.000000,1.125178,1.260920,0.248814,0.278831,0.219473,0.245950
2892.000000,1.097271,1.289052,0.241532,0.283747,0.213010,0.250240
2894.000000,1.068079,1.315936,0.234024,0.288331,0.206351,0.254237
2896.000000,1.037690,1.341484,0.226314,0.292569,0.199516,0.257926
2898.000000,1.006198,1.365619,0.218425,0.296448,0.192526,0.261298
2900.000000,0.973703,1.388272,0.210383,0.299957,0.185404,0.264342
2902.000000,0.940310,1.409385,0.202214,0.303088,0.178171,0.267052
2904.000000,0.906131,1.428907,0.193943,0.305835,0.170853,0.269423
2906.000000,0.871278,1.446800,0.185598,0.308195,0.163471,0.271452
2908.000000,0.835867,1.463036,0.177205,0.310166,0.156050,0.273137
2910.000000,0.800013,1.477598,0.168790,0.311750,0.148612,0.274481
2912.000000,0.763832,1.490477,0.160379,0.312950,0.141180,0.275487
2914.000000,0.727438,1.501677,0.151997,0.313772,0.133777,0.276160
2916.000000,0.690942,1.511212,0.143667,0.314225,0.126422,0.276508
2918.000000,0.654452,1.519101,0.135412,0.314317,0.119136,0.276537
2920.000000,0.618070,1.525377,0.127254,0.314059,0.111938,0.276260
2922.000000,0.581895,1.530076,0.119212,0.313466,0.104845,0.275686
2924.000000,0.546019,1.533244,0.111305,0.312549,0.097872,0.274829
2926.000000,0.510528,1.534932,0.103549,0.311325,0.091035,0.273702
2928.000000,0.475501,1.535195,0.095958,0.309810,0.084346,0.272319
2930.000000,0.441011,1.534096,0.088547,0.308019,0.077818,0.270695
2932.000000,0.407123,1.531699,0.081327,0.305971,0.071459,0.268845
2934.000000,0.373895,1.528070,0.074306,0.303682,0.065278,0.266784
2936.000000,0.341379,1.523279,0.067495,0.301170,0.059283,0.264528
2938.000000,0.309619,1.517396,0.060898,0.298452,0.053479,0.262092
2940.000000,0.278652,1.510492,0.054522,0.295545,0.047870,0.259491
2942.000000,0.248511,1.502637,0.048369,0.292467,0.042460,0.256740
2944.000000,0.219219,1.493904,0.042443,0.289234,0.037251,0.253855
2946.000000,0.190796,1.484359,0.036744,0.285862,0.032244,0.250848
2948.000000,0.163257,1.474072,0.031273,0.282367,0.027437,0.247735
2950.000000,0.136611,1.463108,0.026028,0.278763,0.022832,0.244527
2952.000000,0.110861,1.451531,0.021008,0.275064,0.018425,0.241238
2954.000000,0.086009,1.439402,0.016210,0.271285,0.014214,0.237879
2956.000000,0.062050,1.426780,0.011631,0.267437,0.010197,0.234461
2958.000000,0.038979,1.413721,0.007266,0.263534,0.006369,0.230995
2960.000000,0.016785,1.400278,0.003112,0.259585,0.002727,0.227491
2962.000000,-0.004545,1.386501,-0.000838,0.255601,-0.000734,0.223958
2964.000000,-0.025024,1.372438,-0.004587,0.251593,-0.004019,0.220404
2966.000000,-0.044670,1.358133,-0.008143,0.247569,-0.007132,0.216839
2968.000000,-0.063501,1.343628,-0.011510,0.243538,-0.010079,0.213267
2970.000000,-0.081536,1.328961,-0.014694,0.239506,-0.012866,0.209698
2972.000000,-0.098796,1.314168,-0.017703,0.235482,-0.015497,0.206135
2974.000000,-0.115302,1.299284,-0.020541,0.231472,-0.017978,0.202586
2976.000000,-0.131077,1.284337,-0.023216,0.227480,-0.020315,0.199055
2978.000000,-0.146144,1.269358,-0.025734,0.223513,-0.022514,0.195547
2980.000000,-0.160526,1.254371,-0.028100,0.219575,-0.024579,0.192065
2982.000000,-0.174244,1.239401,-0.030321,0.215670,-0.026517,0.188614
2984.000000,-0.187324,1.224470,-0.032402,0.211803,-0.028332,0.185197
2986.000000,-0.199788,1.209596,-0.034351,0.207975,-0.030030,0.181815
2988.000000,-0.211658,1.194797,-0.036172,0.204191,-0.031616,0.178473
2990.000000,-0.222957,1.180091,-0.037872,0.200452,-0.033096,0.175172
2992.000000,-0.233707,1.165490,-0.039455,0.196762,-0.034473,0.171914
2994.000000,-0.243931,1.151008,-0.040928,0.193121,-0.035753,0.168701
2996.000000,-0.253649,1.136656,-0.042295,0.189531,-0.036939,0.165534
2998.000000,-0.262882,1.122445,-0.043561,0.185993,-0.038038,0.162413
3000.000000,-0.271651,1.108383,-0.044731,0.182510,-0.039052,0.159341
3002.000000,-0.279974,1.094477,-0.045810,0.179080,-0.039987,0.156317
3004.000000,-0.287872,1.080736,-0.046802,0.175706,-0.040845,0.153342
3006.000000,-0.295362,1.067163,-0.047712,0.172387,-0.041631,0.150417
3008.000000,-0.302462,1.053765,-0.048544,0.169124,-0.042349,0.147542
3010.000000,-0.309190,1.040545,-0.049301,0.165916,-0.043001,0.144716
3012.000000,-0.315561,1.027506,-0.049987,0.162764,-0.043592,0.141940
3014.000000,-0.321593,1.014652,-0.050607,0.159669,-0.044123,0.139213
3016.000000,-0.327300,1.001983,-0.051163,0.156628,-0.044600,0.136536
3018.000000,-0.332697,0.989502,-0.051659,0.153643,-0.045023,0.133908
3020.000000,-0.337798,0.977210,-0.052097,0.150712,-0.045397,0.131328
3022.000000,-0.342617,0.965107,-0.052482,0.147835,-0.045724,0.128797
3024.000000,-0.347167,0.953193,-0.052816,0.145012,-0.046005,0.126313
3026.000000,-0.351461,0.941467,-0.053101,0.142242,-0.046245,0.123877
3028.000000,-0.355510,0.929930,-0.053340,0.139524,-0.046444,0.121487
3030.000000,-0.359326,0.918580,-0.053536,0.136858,-0.046606,0.119142
3032.000000,-0.362919,0.907416,-0.053690,0.134243,-0.046731,0.116843
3034.000000,-0.366301,0.896437,-0.053806,0.131678,-0.046823,0.114589
3036.000000,-0.369481,0.885641,-0.053885,0.129162,-0.046883,0.112378
3038.000000,-0.372469,0.875026,-0.053930,0.126695,-0.046913,0.110210
3040.000000,-0.375274,0.864591,-0.053941,0.124275,-0.046914,0.108084
3042.000000,-0.377904,0.854332,-0.053922,0.121902,-0.046888,0.106000
3044.000000,-0.380369,0.844248,-0.053874,0.119575,-0.046837,0.103956
3046.000000,-0.382676,0.834337,-0.053797,0.117293,-0.046761,0.101953
3048.000000,-0.384832,0.824597,-0.053695,0.115055,-0.046664,0.099988
3050.000000,-0.386845,0.815023,-0.053569,0.112861,-0.046545,0.098062
3052.000000,-0.388722,0.805615,-0.053419,0.110709,-0.046405,0.096174
3054.000000,-0.390469,0.796370,-0.053247,0.108598,-0.046247,0.094322
3056.000000,-0.392092,0.787284,-0.053055,0.106529,-0.046071,0.092507
3058.000000,-0.393599,0.778356,-0.052843,0.104499,-0.045879,0.090727
3060.000000,-0.394993,0.769582,-0.052613,0.102508,-0.045670,0.088981
3062.000000,-0.396282,0.760960,-0.052366,0.100556,-0.045447,0.087269
3064.000000,-0.397469,0.752487,-0.052103,0.098640,-0.045209,0.085590
3066.000000,-0.398560,0.744160,-0.051824,0.096762,-0.044959,0.083944
3068.000000,-0.399560,0.735977,-0.051531,0.094919,-0.044696,0.082329
3070.000000,-0.400473,0.727935,-0.051225,0.093111,-0.044422,0.080746
3072.000000,-0.401303,0.720031,-0.050906,0.091337,-0.044137,0.079192
3074.000000,-0.402054,0.712263,-0.050575,0.089597,-0.043842,0.077668
3076.000000,-0.402731,0.704628,-0.050234,0.087890,-0.043537,0.076173
3078.000000,-0.403337,0.697124,-0.049881,0.086214,-0.043223,0.074707
3080.000000,-0.403876,0.689747,-0.049519,0.084570,-0.042901,0.073268
3082.000000,-0.404350,0.682496,-0.049148,0.082956,-0.042572,0.071856
3084.000000,-0.404764,0.675368,-0.048768,0.081372,-0.042234,0.070470
3086.000000,-0.405120,0.668360,-0.048381,0.079818,-0.041891,0.069110
3088.000000,-0.405421,0.661469,-0.047986,0.078292,-0.041540,0.067776
3090.000000,-0.405670,0.654695,-0.047584,0.076793,-0.041184,0.066466
3092.000000,-0.405869,0.648034,-0.047175,0.075322,-0.040823,0.065180
3094.000000,-0.406022,0.641483,-0.046760,0.073878,-0.040456,0.063918
3096.000000,-0.406130,0.635041,-0.046340,0.072459,-0.040085,0.062678
3098.000000,-0.406196,0.628706,-0.045915,0.071067,-0.039709,0.061461
3100.000000,-0.406222,0.622474,-0.045485,0.069698,-0.039329,0.060266
3102.000000,-0.406210,0.616345,-0.045050,0.068355,-0.038946,0.059093
3104.000000,-0.406162,0.610315,-0.044611,0.067035,-0.038559,0.057940
3106.000000,-0.406080,0.604384,-0.044169,0.065738,-0.038169,0.056808
3108.000000,-0.405965,0.598548,-0.043722,0.064463,-0.037776,0.055696
3110.000000,-0.405821,0.592806,-0.043273,0.063211,-0.037381,0.054604
3112.000000,-0.405647,0.587156,-0.042821,0.061981,-0.036983,0.053531
3114.000000,-0.405446,0.581595,-0.042366,0.060772,-0.036583,0.052476
3116.000000,-0.405219,0.576123,-0.041908,0.059584,-0.036181,0.051440
3118.000000,-0.404968,0.570737,-0.041449,0.058415,-0.035777,0.050422
3120.000000,-0.404694,0.565436,-0.040987,0.057267,-0.035372,0.049421
3122.000000,-0.404399,0.560217,-0.040524,0.056138,-0.034965,0.048437
3124.000000,-0.404082,0.555079,-0.040059,0.055028,-0.034557,0.047470
3126.000000,-0.403747,0.550020,-0.039593,0.053936,-0.034148,0.046520
3128.000000,-0.403393,0.545039,-0.039125,0.052863,-0.033738,0.045585
3130.000000,-0.403023,0.540135,-0.038656,0.051807,-0.033328,0.044666
3132.000000,-0.402636,0.535304,-0.038187,0.050769,-0.032916,0.043762
3134.000000,-0.402234,0.530547,-0.037716,0.049748,-0.032504,0.042873
3136.000000,-0.401818,0.525861,-0.037245,0.048743,-0.032092,0.041999
3138.000000,-0.401389,0.521245,-0.036773,0.047754,-0.031680,0.041139
3140.000000,-0.400948,0.516698,-0.036302,0.046781,-0.031267,0.040294
3142.000000,-0.400495,0.512217,-0.035829,0.045824,-0.030854,0.039462
3144.000000,-0.400031,0.507803,-0.035357,0.044882,-0.030442,0.038643
3146.000000,-0.399557,0.503453,-0.034884,0.043955,-0.030029,0.037837
3148.000000,-0.399073,0.499166,-0.034412,0.043043,-0.029617,0.037045
3150.000000,-0.398581,0.494941,-0.033939,0.042145,-0.029204,0.036265
3152.000000,-0.398081,0.490777,-0.033467,0.041260,-0.028792,0.035497
3154.000000,-0.397574,0.486672,-0.032995,0.040390,-0.028381,0.034741
3156.000000,-0.397060,0.482625,-0.032524,0.039532,-0.027970,0.033997
3158.000000,-0.396539,0.478635,-0.032053,0.038688,-0.027559,0.033265
3160.000000,-0.396013,0.474702,-0.031582,0.037857,-0.027150,0.032544
3162.000000,-0.395481,0.470822,-0.031112,0.037039,-0.026740,0.031834
3164.000000,-0.394945,0.466997,-0.030642,0.036232,-0.026332,0.031135
3166.000000,-0.394404,0.463224,-0.030173,0.035438,-0.025924,0.030447
3168.000000,-0.393860,0.459503,-0.029705,0.034656,-0.025516,0.029769
3170.000000,-0.393312,0.455832,-0.029237,0.033885,-0.025110,0.029101
3172.000000,-0.392761,0.452211,-0.028770,0.033125,-0.024704,0.028444
3174.000000,-0.392207,0.448639,-0.028304,0.032377,-0.024300,0.027796
3176.000000,-0.391652,0.445114,-0.027839,0.031640,-0.023896,0.027158
3178.000000,-0.391094,0.441636,-0.027375,0.030913,-0.023493,0.026529
3180.000000,-0.390534,0.438204,-0.026912,0.030197,-0.023091,0.025909
3182.000000,-0.389974,0.434816,-0.026449,0.029491,-0.022690,0.025299
3184.000000,-0.389412,0.431473,-0.025988,0.028795,-0.022290,0.024697
3186.000000,-0.388849,0.428173,-0.025527,0.028109,-0.021891,0.024105
3188.000000,-0.388287,0.424915,-0.025068,0.027433,-0.021493,0.023520
3190.000000,-0.387724,0.421699,-0.024610,0.026766,-0.021096,0.022944
3192.000000,-0.387161,0.418523,-0.024152,0.026109,-0.020700,0.022377
3194.000000,-0.386598,0.415388,-0.023696,0.025461,-0.020305,0.021817
3196.000000,-0.386036,0.412292,-0.023241,0.024821,-0.019911,0.021266
3198.000000,-0.385474,0.409234,-0.022786,0.024191,-0.019519,0.020722
3200.000000,-0.384914,0.406214,-0.022333,0.023569,-0.019127,0.020186
3202.000000,-0.384355,0.403231,-0.021881,0.022956,-0.018737,0.019657
3204.000000,-0.383797,0.400285,-0.021431,0.022351,-0.018347,0.019135
3206.000000,-0.383240,0.397374,-0.020981,0.021755,-0.017959,0.018621
3208.000000,-0.382686,0.394498,-0.020532,0.021166,-0.017572,0.018114
3210.000000,-0.382133,0.391657,-0.020085,0.020585,-0.017186,0.017614
3212.000000,-0.381582,0.388849,-0.019638,0.020012,-0.016801,0.017121
3214.000000,-0.381033,0.386075,-0.019193,0.019447,-0.016417,0.016634
3216.000000,-0.380486,0.383333,-0.018749,0.018889,-0.016034,0.016154
3218.000000,-0.379942,0.380622,-0.018306,0.018339,-0.015653,0.015681
3220.000000,-0.379400,0.377944,-0.017864,0.017795,-0.015272,0.015214
3222.000000,-0.378861,0.375296,-0.017423,0.017259,-0.014893,0.014753
3224.000000,-0.378325,0.372678,-0.016984,0.016730,-0.014515,0.014298
3226.000000,-0.377791,0.370089,-0.016545,0.016208,-0.014138,0.013850
3228.000000,-0.377261,0.367530,-0.016108,0.015692,-0.013762,0.013407
3230.000000,-0.376733,0.365000,-0.015671,0.015183,-0.013387,0.012970
3232.000000,-0.376209,0.362497,-0.015236,0.014681,-0.013013,0.012539
3234.000000,-0.375688,0.360022,-0.014802,0.014185,-0.012641,0.012114
3236.000000,-0.375170,0.357575,-0.014369,0.013695,-0.012269,0.011694
3238.000000,-0.374655,0.355153,-0.013937,0.013212,-0.011898,0.011279
3240.000000,-0.374144,0.352758,-0.013506,0.012734,-0.011529,0.010870
3242.000000,-0.373636,0.350389,-0.013076,0.012263,-0.011161,0.010466
3244.000000,-0.373132,0.348045,-0.012648,0.011797,-0.010793,0.010068
3246.000000,-0.372631,0.345725,-0.012220,0.011338,-0.010427,0.009674
3248.000000,-0.372134,0.343430,-0.011793,0.010884,-0.010062,0.009286
3250.000000,-0.371641,0.341159,-0.011368,0.010435,-0.009698,0.008902
3252.000000,-0.371151,0.338911,-0.010943,0.009993,-0.009334,0.008524
3254.000000,-0.370665,0.336686,-0.010520,0.009555,-0.008972,0.008150
3256.000000,-0.370183,0.334484,-0.010097,0.009123,-0.008611,0.007781
3258.000000,-0.369705,0.332305,-0.009675,0.008697,-0.008251,0.007416
3260.000000,-0.369231,0.330147,-0.009255,0.008275,-0.007892,0.007056
3262.000000,-0.368761,0.328010,-0.008835,0.007859,-0.007534,0.006701
3264.000000,-0.368295,0.325895,-0.008417,0.007448,-0.007176,0.006350
3266.000000,-0.367832,0.323801,-0.007999,0.007041,-0.006820,0.006004
3268.000000,-0.367374,0.321727,-0.007582,0.006640,-0.006465,0.005661
3270.000000,-0.366920,0.319673,-0.007166,0.006243,-0.006110,0.005323
3272.000000,-0.366469,0.317638,-0.006751,0.005851,-0.005757,0.004990
3274.000000,-0.366023,0.315623,-0.006337,0.005464,-0.005404,0.004660
3276.000000,-0.365581,0.313628,-0.005924,0.005082,-0.005052,0.004334
3278.000000,-0.365143,0.311651,-0.005511,0.004704,-0.004702,0.004013
3280.000000,-0.364709,0.309692,-0.005100,0.004331,-0.004352,0.003695
3282.000000,-0.364280,0.307751,-0.004689,0.003962,-0.004003,0.003382
3284.000000,-0.363854,0.305829,-0.004279,0.003597,-0.003655,0.003072
3286.000000,-0.363432,0.303923,-0.003870,0.003237,-0.003307,0.002766
3288.000000,-0.363015,0.302035,-0.003462,0.002881,-0.002961,0.002463
3290.000000,-0.362602,0.300164,-0.003055,0.002529,-0.002615,0.002165
3292.000000,-0.362193,0.298310,-0.002648,0.002181,-0.002270,0.001870
3294.000000,-0.361788,0.296471,-0.002242,0.001837,-0.001926,0.001578
3296.000000,-0.361387,0.294649,-0.001837,0.001498,-0.001583,0.001290
3298.000000,-0.360990,0.292843,-0.001433,0.001162,-0.001240,0.001006
3300.000000,-0.360598,0.291052,-0.001029,0.000831,-0.000898,0.000725
3302.000000,-0.360210,0.289277,-0.000626,0.000503,-0.000557,0.000448
3304.000000,-0.359825,0.287516,-0.000224,0.000179,-0.000217,0.000173
3306.000000,-0.359445,0.285771,0.000178,-0.000141,0.000122,-0.000097
3308.000000,-0.359069,0.284040,0.000579,-0.000458,0.000461,-0.000365
3310.000000,-0.358697,0.282323,0.000979,-0.000770,0.000799,-0.000629
3312.000000,-0.358330,0.280620,0.001378,-0.001079,0.001137,-0.000890
3314.000000,-0.357966,0.278931,0.001777,-0.001385,0.001474,-0.001148
3316.000000,-0.357606,0.277256,0.002176,-0.001687,0.001810,-0.001403
3318.000000,-0.357251,0.275594,0.002573,-0.001985,0.002145,-0.001655
3320.000000,-0.356900,0.273945,0.002970,-0.002280,0.002480,-0.001903
3322.000000,-0.356552,0.272310,0.003367,-0.002571,0.002814,-0.002149
3324.000000,-0.356209,0.270686,0.003763,-0.002860,0.003147,-0.002392
3326.000000,-0.355870,0.269076,0.004158,-0.003144,0.003480,-0.002631
3328.000000,-0.355534,0.267478,0.004553,-0.003426,0.003813,-0.002868
3330.000000,-0.355203,0.265891,0.004948,-0.003704,0.004144,-0.003102
3332.000000,-0.354876,0.264317,0.005341,-0.003978,0.004475,-0.003333
3334.000000,-0.354552,0.262755,0.005735,-0.004250,0.004806,-0.003562
3336.000000,-0.354233,0.261204,0.006128,-0.004518,0.005136,-0.003787
